ID,Section,Question,Option 1,Option 2,Option 3,Option 4,Ans(1-4),Translation,Explanation,Interval,Ease,Next_Review
741,223,Mr. Roberts gave an interesting lecture today. But most of the students were not able to ( ) his rapid pace.,cut down on,keep up with,look forward to,run out of,2,今日、ロバーツ先生は興味深い講義を行った。しかし、学生のほとんどは彼の速いペースについていけなかった。,●keep up with A「A(人・会話・勉強・流行・国際情勢など)に(遅れずに)ついていく」,0,2.5,
742,223,We had to put up with intense heat this summer.,disregard,endure,overcome,forget,2,私たちはこの夏の猛暑に耐えなければならなかった。,●put up with A「A(不快な状況・嫌な相手)をがまんする/Aに耐える」 (= endure A/stand A/bear A/tolerate A),0,2.5,
743,223,Sometimes technology falls ( ) its promises.,short of,across,fast,apart,1,科学技術は時に、期待される結果に及ばないこともある。,●fall short of A 「A(目標・期待・基準など)に達しない/及ばない」,0,2.5,
744,223,He is ( ) short of money.,running,walking,expecting,saving,1,彼はお金が不足している。,●run short of A 「A (お金・水・時間など)が不足する/足りなくなる」 be short of Aは「Aが不足している/足りない」という状態を表す。,0,2.5,
745,223,The truck stopped in the middle of the road. They seemed to have ( ) fuel.,cut down on,kept up with,looked forward to,run out of,4,そのトラックは道路の真ん中で停止した。燃料がなくなったようだった。,●run out of A 「A(食料・お金・燃料など)が尽きる/なくなる」,0,2.5,
746,223,"Although Bill was only twenty, people looked up to him as a great leader.",neglected,elected,called,respected,4,ビルはわずか20歳だったが、人々は彼を偉大な指導者として尊敬していた。,●look up to A 「A (人)を尊敬する/称賛する」(= respect A/admire A) look up to Aは「Aを見上げる」が原義。look up to A as Bで「AをBとして尊敬する」という意味になる。,0,2.5,
747,223,"Living in a rich country, we should not look down on homeless people.",praise,regard,analyze,disrespect,4,豊かな国に住んでいるからといって、私たちはホームレスの人々を見下すべきではない。,●look down on A「A(人)を見下す/軽蔑する」 (= despise A / disrespect A),0,2.5,
748,223,I feel quite uncomfortable in his presence; he is very hard to get ( ) with.,friend,away,along,together,3,彼といっしょにいると、私はかなり居心地が悪い。というのも、彼はとても付き合いにくい人間だからだ。,●get along with A「A(人)と仲良くやっていく」 get alongは「なんとかやっていく/暮らす/うまくいく」という意味。,0,2.5,
749,223,She ( ) on with the colleagues in her office.,goes,gets,helps,puts,2,彼女は職場の同僚たちと仲良くやっている。,●get on with A「A(人)と仲良くやっていく」 get onは「なんとかやっていく/暮らす/うまくいく」という意味。,0,2.5,
750,223,Would you help me with my homework when you get ( ) with yours?,through,over,by,away,1,あなたの宿題が終わったら、私の宿題を手伝ってくれませんか。,●get through (with) A「A(仕事など)を終える/仕上げる」(=complete A) 注意: with は省略されることも多い。,0,2.5,
751,223,My only daughter always studied hard and was able to live up to my expectations.,demand,increase,meet,surprise,3,一人娘はずっと一生懸命勉強し、私の期待に応えることができた。,●live up to A「A(期待・要求など)に応える」(=meet A),0,2.5,
752,223,Sandy speaks ill of her colleagues very often.,chats with,criticizes,quarrels with,scolds,2,サンディーはしょっちゅう彼女の同僚の悪口を言う。,●speak ill [badly] of A 「A(人)のことを悪く言う/けなす」(= criticize A) (speak well [highly] of A 「A (人)のことを良く言う/ほめる」(=praise A)),0,2.5,
753,223,All of us must look ( ) pickpockets as we walk the streets.,out for,up to,aside from,forward to,1,通りを歩くときは、私たちみんながスリに注意しなければいけない。,●look out for A 「Aに注意する/気を配る」(= watch (out) for A ),0,2.5,
754,223,Tom stood up for his friend in the argument.,defended,punished,gave his number to,fought with,1,トムはその口論の中で彼の友人を擁護した。,●stand up for A 「A(人・思想・権利など)を守る/擁護する」(=defend A/support A),0,2.5,
755,223,Nothing can make up for the loss of nature.,send for,seek for,compensate for,stand for,3,何ものも自然の喪失の埋め合わせをすることはできない。,●make up for A 「A (不足・損失など)の埋め合わせをする」 (= compensate for A),0,2.5,
756,223,The government finally did away with the law.,abolished,announced,devised,recognized,1,政府は最終的にその法律を廃止した。,●do away with A 「A(規則・制度など)を廃止する」(= abolish A),0,2.5,
757,223,We need to brush up on our math skills before the next test.,involve,discuss,improve,describe,3,次の試験の前に、私たちは数学の能力を磨き直す必要がある。,●brush up (on) A 「A(忘れていた知識や技術など)を磨き直す」(= improve A),0,2.5,
758,223,They should get rid of their differences and become friends.,remove,give away,get involved in,cultivate,1,彼らは意見の相違を取り払って友人になるべきだ。,●get rid of A「A(不快な状況)から抜け出す/Aを取り除く」(= remove A),0,2.5,
759,223,My mother finally has given in to my view.,yielded,got,succeeded,opposed,1,母はついに折れて私の考えを受け入れた。,●give in (to A) 「(Aに)降参する/屈服する」(= yield (to A) / give way (to A)),0,2.5,
760,223,Susan had to make ( ) with her old dress because she couldn't afford to buy a new one.,get,go,set,do,4,スーザンは新しいドレスを買う余裕がなかったので、古いドレスで間に合わせなければならなかった。,●make do with A「(充分ではないが何とか)Aで間に合わせる/すます」,0,2.5,
761,223,Customs that older Britons have always taken very seriously are being ( ) by many young people in the UK today.,made light of,made the most of,made something of,made short of,1,年配のイギリス人たちが常に重きを置いてきた慣習は、今日のイギリスの多くの若者たちからは軽んじられている。,●make light of A 「Aを軽んじる/甘く見る」,0,2.5,
762,223,I didn't make much of her opinion.,accept,agree with,value,welcome,3,私は彼女の意見をあまり重視しなかった。,●make much of A「Aを重視する/重んじる」 (= value A),0,2.5,
763,223,"(a) She felt like slapping him in the face, but changed her mind. (b) She felt like slapping him in the face, but thought ( ) of it.",better,bad,good,much,1,彼女は彼の顔を平手打ちしてやりたい気分だったが、思い直した。,●think better of A 「Aを考え直してやめる」,0,2.5,
764,224,What is frequently said among many linguists is that language is one of the characteristics which ( ) humans from the other animals.,differs,distinguishes,diversifies,distracts,2,多くの言語学者たちの間でしきりに言われていることは、言語は人間を他の動物たちと区別する特徴の1つだということだ。,●distinguish A from B 「AとBを区別する」(=tell A from B),0,2.5,
765,224,The two girls were so much alike that I couldn't ( ) one from the other.,speak,talk,tell,say,3,2人の少女はあまりにも似ていたので、私は区別することができなかった。,●tell A from B「AとBを区別する」,0,2.5,
766,224,He ordered some books ( ) America.,from,at,on,in,1,彼は何冊かの本をアメリカへ注文した。,●order A from B「A(品物)をB(店・場所)に注文する」 order A to B は「Aを注文してBに送る」という意味になる。,0,2.5,
767,224,"Today, people ( ) much less time on their children than before.",hand,make,spend,take,3,今日、人々は自分の子どもに以前よりもはるかに少ない時間しか費やしていない。,●spend A on B 「A(時間・お金)をBに使う/費やす」 spend A (in) doing 「･･･するのにA(時間)を使う」という表現もある。,0,2.5,
768,224,I congratulated her ( ) winning the tournament.,in,on,by,with,2,彼女はトーナメントで優勝したので、私は彼女にお祝いの言葉を述べた。,●congratulate A on [upon] B/doing 「A(人)にBのこと [･･･したこと] でお祝いを述べる」,0,2.5,
769,224,The students ( ) most of their free time to the clean-up campaign sponsored by the local community.,contributed,attributed,substituted,distributed,1,学生たちは、地元団体が後援する清掃運動に自由時間の大部分を提供した。,●contribute A to B 「A(お金・時間・援助など)をBに与える/提供する」,0,2.5,
